stopID,pid,reason,stopCode,reasonText,reasonDetail,reasonExplanation
2604,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,"SIGNS POSTED, NO LEFT TURN. SHE TURNED ANYWAY. I STOPPED HER AND ISSUED HER A NOTICE TO APPEAR IN COURT"
2605,1,Traffic Violation,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099,"Non-moving Violation, including Registration Violation",EXPIRED REGISTRATION
2606,1,Reasonable Suspicion,54529,21970(A) VC - VEH BLOCK XWALK/SIDEWALK (I) 54529,Officer witnessed commission of a crime,contact regarding blocking the sidewalk
2607,1,Traffic Violation,54211,5202 VC - LICENSE PLATE DISPLAY VIO (I) 54211,"Non-moving Violation, including Registration Violation",obstructed plate
2608,1,Traffic Violation,54193,24600 VC - TAILLAMP VIOLATIONS (I) 54193,Equipment Violation,"vehicle stop Brake light, no license plate and cracked windshield"
2608,2,Traffic Violation,54193,24600 VC - TAILLAMP VIOLATIONS (I) 54193,Equipment Violation,"Vehicle stop Brake light, no license plate and cracked windshield. She was pass."
2609,1,Reasonable Suspicion,48004,69 PC - OBSTRUCT/RESIST EXEC OFF (F) 48004,Other Reasonable Suspicion of a crime,"Susp in vandalism. Upon arrival admited to being susp. Resisted detention, arrested for felony vandalism and assault on a police officer"
2610,1,Reasonable Suspicion,53142,640(D)(1) PC - DISTURB/BEHAVIOR:PUB TRAN (M) 53142,Matched suspect description,subject creating disturbance a business
2611,1,Reasonable Suspicion,10027,18 1203(A) US - HOSTAGE TAKING (F) 10027,Other Reasonable Suspicion of a crime,Radio call of male holding someone hostage
2612,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,hand held cell phone
2613,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,hand held cell
2614,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,cell phone
2615,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,helmet required
2616,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,helmet
2617,1,Consensual Encounter resulting in a search,,,,radio call
2618,1,Traffic Violation,54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168,Equipment Violation,"driving with expired tags, driving on suspended license"
2619,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,sleeping in car
2620,1,Traffic Violation,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657,"Non-moving Violation, including Registration Violation","EXPIRED REGISTRATION, WINDOW TINT"
2621,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,54.0110 sdmc
2622,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,sleeper
2623,1,Traffic Violation,54122,21457(A) VC - FAIL STOP:FLASH RED LIGHT (I) 54122,Moving Violation,Ran a red light
2624,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,sleepin in car
2625,1,Reasonable Suspicion,99990,NA - XX ZZ - COMMUNITY CARETAKING (X) 99990,Other Reasonable Suspicion of a crime,subj was acting erratic and foaming at the mouth
2626,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2627,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Equipment Violation,no helmet
2628,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,Sleeping in park
2629,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Equipment Violation,no helmet
2630,1,Traffic Violation,54200,27803(B) VC - MOTORCYCLE/ETC:HELMET VIO (I) 54200,"Non-moving Violation, including Registration Violation",helmet
2631,1,Traffic Violation,54193,24600 VC - TAILLAMP VIOLATIONS (I) 54193,Equipment Violation,brake light out
2632,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Equipment Violation,no helmet
2633,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Equipment Violation,no helmet
2634,1,Traffic Violation,54200,27803(B) VC - MOTORCYCLE/ETC:HELMET VIO (I) 54200,Moving Violation,MC helmet
2635,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,Sitting in vehicle at glider port
2635,2,Traffic Violation,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099,Equipment Violation,Sitting in vehicle. Expired Registration
2636,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Equipment Violation,no helmet
2637,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,sleeping in car with expired tags
2638,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,sleeping in vehicle
2638,2,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,sleeping in car
2639,1,Traffic Violation,54460,21235(C) VC - OP MOTR SCOOTR W/O HELMET (I) 54460,Moving Violation,helmet
2640,1,Reasonable Suspicion,23106,485 PC - APPROPR LOST PROP (M) 23106,Officer witnessed commission of a crime,poss shopping cart
2641,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,sleeping in tent on beach
2641,2,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Other Reasonable Suspicion of a crime,sleeping in tent on beach
2642,1,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,,,4th waiver search
2642,2,Reasonable Suspicion,35353,11377(A) HS - POSSESS CNTL SUB (M) 35353,Actions indicative of drug transaction,loitering in narc area
2642,3,Reasonable Suspicion,35353,11377(A) HS - POSSESS CNTL SUB (M) 35353,Actions indicative of drug transaction,loitering in narc area
2643,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,living in vehicle
2643,2,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,lving in vehicle
2644,1,Traffic Violation,54522,21456.2(A) VC - BICYCLE OPR OBEY VEH LAWS (I) 54522,Equipment Violation,bike stop 
2645,1,Traffic Violation,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109,Equipment Violation,SAW BRAKE LIGHT OUT DRIVERS SIDE
2646,1,Reasonable Suspicion,64005,647(F) PC - DISORD CONDUCT:ALCOHOL (M) 64005,Other Reasonable Suspicion of a crime,was drinking booze out of open bottle
2647,1,Traffic Violation,54134,22349 VC - EXCESSIVE SPEED (M) 54134,Moving Violation,Speeding
2648,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2649,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2650,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2651,1,Reasonable Suspicion,38080,273.5(A) PC - CRPL INJ:SPOUS/COHAB/DATE (F) 38080,Other Reasonable Suspicion of a crime,Subj reported domestic violence incident.  Investigation determined subj to be dominant aggressor.
2652,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2653,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Matched suspect description,Radio call of male running in traffic
2654,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2655,1,Traffic Violation,54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168,"Non-moving Violation, including Registration Violation",REGISTRATION TABS NOT DISPLAYED IN REAR LICENSE PLATE AND NO FRONT LICENSE PLATE. DRIVER HAD SUSPENDED DRIVER LICENSE AND WAS IN POSSESSION OF NARCOTIC PARAPHERNALIA. DRIVER ARRESTED. 
2656,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2657,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2658,1,Reasonable Suspicion,53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072,Matched suspect description,5150 eval
2659,1,Consensual Encounter resulting in a search,,,,Medical only. Requested transport which required consent to search and handcuffs during transport.
2660,1,Traffic Violation,54185,22101(D) VC - FAIL TO OBEY TURN SIGNS (I) 54185,Moving Violation,restricted lane
2661,1,Reasonable Suspicion,24054,10851(A) VC - VEHICLE THEFT (F) 24054,Other Reasonable Suspicion of a crime,"DMV check, DOJ stop on vehicle, stolen vehicle, subject arrested"
2662,1,Reasonable Suspicion,42104,23152(A) VC - DUI ALCOHOL (M) 42104,Matched suspect description,Male was subject of a radio call 
2663,1,Traffic Violation,54427,21800(D) VC - FAIL STOP/YIELD:INOP SIGN (I) 54427,Moving Violation,ran stop sign
2664,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Other Reasonable Suspicion of a crime,radio call 
2665,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,TEXTING AND DRIVING
2666,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,TEXTING AND DRIVING
2667,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,NON-HANDS FREE CELL PHONE USE
2668,1,Traffic Violation,54644,5200(A) VC - DISPLAY LIC PLATES WRONG (I) 54644,Moving Violation,no license plates on vehicle
2669,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,HOLDING CELL PHONE IN HAND WHILE DRIVING
2670,1,Traffic Violation,54306,22400(A) VC - DRIVE TOO SLOWLY/ETC (I) 54306,Moving Violation,sTOPPED IN ROADWAY
2671,1,Traffic Violation,54088,21650.1 VC - OPR BIKE:RD/ETC:WRONG WAY (I) 54088,Moving Violation,RAN RED LIGHT AND RIDING BICYCLE WRONG WAY ON ONE WAY STREET
2672,1,Traffic Violation,54306,22400(A) VC - DRIVE TOO SLOWLY/ETC (I) 54306,Moving Violation,STOPPED IN ROADWAY
2673,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,TEXTING AND DRIVING
2674,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Matched suspect description,yelling randomly
2674,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Officer witnessed commission of a crime,yelling randomly
2674,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Witness or Victim identification of Suspect at the scene,yelling randomly
2675,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,CELLULAR TELEPHONE USE
2676,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Matched suspect description,RADIO CALL
2678,1,Reasonable Suspicion,53045,647(C) PC - BEGGING (M) 53045,Matched suspect description,"647 (M) begging, "
2679,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,Ran stop sign
2680,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Matched suspect description,fem refusing to leave business
2681,1,Reasonable Suspicion,53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072,Matched suspect description,415 put in as no 5150 code exists in system.  Community Caretaker Role
2682,1,Reasonable Suspicion,54005,23103 VC - RECKLESS DRIVING (M) 54005,Matched suspect description,traffic
2683,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Other Reasonable Suspicion of a crime,trespass
2684,1,Reasonable Suspicion,35143,11550 HS - UNDER INFLUENCE CNTL SUB (M) 35143,Other Reasonable Suspicion of a crime,Female subject was running in and out of oncoming traffic screaming incoherently. Subject was told mutliple times to get out of the way of oncoming traffiic. 
2685,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Other Reasonable Suspicion of a crime,R/S should read 63.0202(a) SDMC
2687,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,"1150 gst, code four"
2688,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,parking in red
2689,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,"Non-moving Violation, including Registration Violation",EXPIRED REGISTRATION
2690,1,Reasonable Suspicion,52436,25850(A) PC - CRRY LOAD F/ARM PUB PLACE (M) 52436,Carrying Suspicious Object,Field Interview Stop for subject seen carrying possible loaded firearm in public.
2691,1,Traffic Violation,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109,Equipment Violation,third brake light was not in working condition on vehicle
2692,1,Traffic Violation,54168,5204(A) VC - EXPIRED TABS/FAIL DISPLAY (I) 54168,Equipment Violation,Expired Registration and brake light out. 
2693,1,Traffic Violation,54571,26708(A)(1) VC - OPR VEH:WINDOW OBSTRUCTED (I) 54571,Equipment Violation,Tinted Windows
2694,1,Traffic Violation,54533,24410(A) VC - SINGLE BEAM:PROPER ADJUST (I) 54533,Equipment Violation,SIX UNCOVERED OFF ROAD LIGHTS
2695,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding
2696,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,HOLDING PHONE IN HAND WHILE DRIVING
2697,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,cell phone
2698,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,cell phone
2699,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,HOLDING CELL PHONE IN HAND WHILE DRIVING
2700,1,Knowledge of outstanding arrest warrant/wanted person,,,,RADIO CALL FOR A MALE WHO PUNCHED SOMEONE AT A CHURCH
2701,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,stop sign
2702,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,cell phone
2703,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,RED ARROW LIGHT
2704,1,Traffic Violation,54200,27803(B) VC - MOTORCYCLE/ETC:HELMET VIO (I) 54200,Moving Violation,no helmet
2705,1,Investigation to determine whether the person was truant,,,,other office observed male poss split from there contact. cc w male in half way house
2706,1,Traffic Violation,54655,23123.5 VC - NO HND HLD DEVICE W/DRIVE (I) 54655,Moving Violation,cell phone
2707,1,Reasonable Suspicion,53130,415(2) PC - LOUD/UNREASONABLE NOISE (I) 53130,Matched suspect description,Contacted regarding radio call 
2708,1,Reasonable Suspicion,53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072,Other Reasonable Suspicion of a crime,5150 evaluation
2709,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Subject was stopped in relation to speeding.
2710,1,Traffic Violation,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657,Equipment Violation,EXPIRED REGISTRATION.
2712,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation,Did not stop at stop sign
2713,1,Reasonable Suspicion,32111,647(E) PC - DIS CON:LODGE W/O CONSENT (M) 32111,Officer witnessed commission of a crime,radio call of subject setting up a camp in the alley
2714,1,Traffic Violation,54146,21461(A) VC - DRIVER FAIL OBEY SIGN/ETC (I) 54146,Moving Violation,Turned right against a no turn right on red. 
2715,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Other Reasonable Suspicion of a crime,living in shed
2715,2,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Other Reasonable Suspicion of a crime,living in shed
2716,1,Reasonable Suspicion,35150,11173(C) HS - REP AS DR/ETC:GET C/SUB (F) 35150,Matched suspect description,radio call
2717,1,Traffic Violation,54398,21950(A) VC - FAIL YIELD TO PED:XWALKS (I) 54398,Moving Violation,Subject stopped for failing to yeild to pedestrians in crosswalk
2718,1,Traffic Violation,54099,4000(A) VC - NO REG:VEH/TRAILER/ETC (I) 54099,Equipment Violation,The driver did nothing wrong exception of driving with a trailer expired since 2014
2719,1,Reasonable Suspicion,35138,11378 HS - POSS CNTL SUB FOR SALE (F) 35138,Actions indicative of drug transaction,Subject was seen selling drugs to people. Also tresspassing on private property.
2720,1,Reasonable Suspicion,13187,243(E) PC - BATTERY:SPOUSE/ETC (M) 13187,Matched suspect description,DV DISTURBANCE OVER UNPAID RENT DUES
2720,1,Reasonable Suspicion,13187,243(E) PC - BATTERY:SPOUSE/ETC (M) 13187,Witness or Victim identification of Suspect at the scene,DV DISTURBANCE OVER UNPAID RENT DUES
2721,1,Investigation to determine whether the person was truant,,,,matched description of radio call
2722,1,Traffic Violation,54167,22450(A) VC - FAIL STOP VEH:XWALK/ETC (I) 54167,Moving Violation, VEHICLE DID NOT COME TO A COMPLET STOP AT LIMIT LINE
2723,1,Traffic Violation,54111,27315(E) VC - PASNGR 16+ NO SAFETY BELT (I) 54111,Moving Violation,"subject turned right on a no turn on red light intersection whle the light was red. while contacting the subject, he had four people in his back seat and only three seatbelts available."
2724,1,Traffic Violation,54109,24252(A) VC - FAIL MAINT VEH LITE EQUIP (I) 54109,Equipment Violation,BRAKE LIGHT NOT WORKING
2725,1,Reasonable Suspicion,13219,245(A)(1) PC - ADW NOT FIREARM (F) 13219,Matched suspect description,driving vehicle involved in possible crime
2725,2,Reasonable Suspicion,13219,245(A)(1) PC - ADW NOT FIREARM (F) 13219,Matched suspect description,suspected to have broken glass
2725,3,Reasonable Suspicion,29138,594(A) PC - VANDALISM (M) 29138,Matched suspect description,possibly broke a glass
2725,4,Reasonable Suspicion,29138,594(A) PC - VANDALISM (M) 29138,Matched suspect description,possibly broke a glass
2726,1,Reasonable Suspicion,32071,602.1(A) PC - TRESPASS PUBLIC BUSINESS (M) 32071,Witness or Victim identification of Suspect at the scene,RP WANTED GF TO MOVE OUT AND GF AGREED TO MOVE OUT TODAY
2727,1,Traffic Violation,41063,25620 BP - POSS OPEN ALCOHOL:PUBLIC (I) 41063,"Non-moving Violation, including Registration Violation",OPEN CONTAINER
2728,1,Traffic Violation,54116,27150(A) VC - INADEQUATE MUFFLERS (I) 54116,Moving Violation,EXTREMELY LOUD EXHAUST
2729,1,Reasonable Suspicion,12018,211 PC - ROBBERY:SECOND DEGREE (F) 12018,Matched suspect description,Radio call about a robbery and suspects were still at location.
2729,2,Reasonable Suspicion,12004,211 PC - ROBBERY (F) 12004,Matched suspect description,ARdio call about a robbery that occured and suspects were still on scene
2730,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,Speeding EAST BOUND 20 MPH OVER THE SPEED LIMIT
2731,1,Reasonable Suspicion,53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072,Matched suspect description,SUBJECT WAS ACCUSED OF CAR JACKING AND BATTERY BY REPORTING PARTY
2732,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,43.1002G SDMC
2733,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,63.0102B2 SDMC
2734,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,43.1002G SDMC
2735,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,DOG IN PARK
2736,1,Traffic Violation,54618,38355(A) VC - INADEQUATE BRAKE SYSTEM (I) 54618,Equipment Violation,3d brake light out. verbal warning. 
2737,1,Known to be on Parole / Probation / PRCS / Mandatory Supervision,,,,11550
2738,1,Reasonable Suspicion,13055,23110(A) VC - THROW SUBSTANCE AT VEH (M) 13055,Officer witnessed commission of a crime,Subject seen preparing to throw rock at vehcile.
2739,1,Reasonable Suspicion,13045,242 PC - BATTERY (M) 13045,Matched suspect description,Security guard escorted customer out of restaurant.
2739,1,Reasonable Suspicion,13045,242 PC - BATTERY (M) 13045,Witness or Victim identification of Suspect at the scene,Security guard escorted customer out of restaurant.
2740,1,Reasonable Suspicion,9005,187(A) PC - MURDER (F) 9005,Other Reasonable Suspicion of a crime,Subject matched the description of 187 suspect.  
2741,1,Consensual Encounter resulting in a search,,,,Sitting next to male who matched disrp of 187 suspect.  Consent then discovered on probation with 4th
2742,1,Traffic Violation,23160,484(A) PC - PETTY THEFT:$50- (I) 23160,"Non-moving Violation, including Registration Violation",shoplifting/ petty theft/ 10-16
2743,1,Traffic Violation,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657,Moving Violation,no mo tab
2744,1,Traffic Violation,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657,"Non-moving Violation, including Registration Violation",no mo tab and reg exp
2745,1,Reasonable Suspicion,66205,640(B)(3) PC - SMOKING PROHIBITED AREA (I) 66205,Other Reasonable Suspicion of a crime,Subject smoking a cigarette at the beach where it stats do not smoke
2746,1,Traffic Violation,54106,22350 VC - UNSAFE SPEED:PREVAIL COND (I) 54106,Moving Violation,vehicle was going fast through fiesta island
2747,1,Reasonable Suspicion,53074,415(3) PC - OFFENSIVE WORDS:PUBLIC PL (M) 53074,Matched suspect description,A RADIO CALL OF A FEMALE THREATENING TO STAB SOMEONE
2748,1,Consensual Encounter resulting in a search,,,,Rico Santiago was setting up encampment underneath stairs 
2749,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Matched suspect description,prowling 
2750,1,Traffic Violation,54657,4000(A)(1) VC - NO REG:VEH/TRAILER/ETC (I) 54657,Equipment Violation,expired registration
2751,1,Consensual Encounter resulting in a search,,,,"vehicle reg expired, subject was a 4th and search conducted. nothing found c4"
2752,1,Reasonable Suspicion,53072,415(1) PC - FIGHT IN PUBLIC PLACE (M) 53072,Matched suspect description,Radio call regarding a 5150 
2753,1,Reasonable Suspicion,65002,65002 ZZ - LOCAL ORDINANCE VIOL (I) 65002,Officer witnessed commission of a crime,43.1002G & 415 W/CITIZEN
2754,1,Reasonable Suspicion,32022,602 PC - TRESPASSING (M) 32022,Matched suspect description,A RADIO CALL OF DISTURBANCE
